ProductOrServiceCode,Fiscal_Year_gt_2020,product_or_service_code_description,minofsignedyear,maxofsignedyear,minoflast_modified_year,maxoflast_modified_year,PlatformPortfolio,ProductServiceOrRnDarea,RnD_budgetActivity
AT21,TRUE,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT22,FALSE,R&D-TRANS-HUMAN FACTORS-A RES/EXPL,2001,2020,2004,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT24,FALSE,R&D-TRANS-HUMAN FACTORS-ENG DEV,2001,2009,2001,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT24,TRUE,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (ENGINEERING DEVELOPMENT),2020,2022,2021,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT26,FALSE,R&D-TRANS-HUMAN FACTORS-MGMT SUP,2002,2009,2004,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT27,FALSE,R&D-TRANS-HUMAN FACTORS-COMERCLIZ,2002,2006,2009,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AT31,FALSE,R&D-TRANS-NAVIGATION AIDS-B RES,2003,2004,2009,2019,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT31,TRUE,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (BASIC RESEARCH),2020,2022,2020,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT32,FALSE,R&D-TRANS-NAVIGATION AIDS-A RES/EXP,2002,2009,2006,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT32,TRUE,R&D- OTHER TRANSPORTATION: NAVIGATION/NAVIGATIONAL AIDS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT33,FALSE,R&D-TRANS-NAVIGATION AIDS-ADV DEV,2001,2009,2006,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT34,FALSE,R&D-TRANS-NAVIGATION AIDS-ENG DEV,2003,2020,2009,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT35,FALSE,R&D-TRANS-NAVIGATION AIDS-OPSY DEV,2004,2020,2020,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AT36,FALSE,R&D-TRANS-NAVIGATION AIDS-MGMT SUP,2005,2009,2005,2009,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT41,FALSE,R&D-TRANS-PASS SAFETY-B RES,2001,2009,2004,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT41,TRUE,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (BASIC RESEARCH),2020,2023,2021,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT42,FALSE,R&D-TRANS-PASS SAFETY-A RES/EXPL DE,2001,2009,2004,2012,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT42,TRUE,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2022,2021,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT43,FALSE,R&D-TRANS-PASS SAFETY-ADV DEV,2005,2009,2006,2010,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT43,TRUE,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ADVANCED DEVELOPMENT),2022,2022,2022,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT44,FALSE,R&D-TRANS-PASS SAFETY-ENG DEV,2005,2008,2005,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT44,TRUE,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ENGINEERING DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT46,FALSE,R&D-TRANS-PASS SAFETY-MGMT SUP,2007,2007,2019,2019,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT46,TRUE,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT47,FALSE,R&D-TRANS-PASS SAFETY-COMERCLIZ,2001,2020,2005,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AT51,FALSE,PIPELINE SAFETY (BASIC),2002,2009,2005,2018,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT52,TRUE,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2022,2021,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT53,FALSE,PIPELINE SAFETY (ADVANCED),2004,2009,2004,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT54,FALSE,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (ENGINEERING DEVELOPMENT),2009,2020,2011,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT55,FALSE,PIPELINE SAFETY (OPERATIONAL),2006,2009,2006,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AT56,TRUE,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT61,FALSE,TRAFFIC MANAGEMENT (BASIC),2001,2009,2001,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT61,TRUE,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT62,FALSE,R&D-TRANS-TRAFFIC MGT-A RES/EXPL DE,2001,2020,2002,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT63,FALSE,TRAFFIC MANAGEMENT (ADVANCED),2001,2009,2001,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT64,FALSE,TRAFFIC MANAGEMENT (ENGINEERING),2006,2008,2006,2010,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT64,TRUE,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ENGINEERING DEVELOPMENT),2020,2022,2021,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT65,FALSE,TRAFFIC MANAGEMENT (OPERATIONAL),2005,2009,2006,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AT65,TRUE,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AT66,FALSE,R&D-TRANS-TRAFFIC MGT-MGMT SUP,2004,2009,2005,2019,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT66,TRUE,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT67,FALSE,R&D-TRANS-TRAFFIC MGT-COMERCLIZ,2002,2004,2009,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AT72,FALSE,R&D-TRANS-TUNNELS-A RES/EXPL DEV,2005,2005,2021,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT73,FALSE,R&D-TRANS-TUNNELS-ADV DEV,2005,2005,2006,2006,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT75,FALSE,R&D-TRANS-TUNNELS-OPSY DEV,2004,2004,2019,2019,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AT76,FALSE,R&D-TRANS-TUNNELS-MGMT SUP,2004,2009,2010,2015,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT77,TRUE,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (COMMERCIALIZED),2020,2022,2020,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AT81,FALSE,R&D-TRANS OF HAZARD MAT-B RES,2001,2009,2008,2020,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT81,TRUE,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT82,FALSE,R&D-TRANS OF HAZARD MAT-A RES/EXPL,2005,2006,2005,2006,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT82,TRUE,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZ MAT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2021,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT83,FALSE,R&D-TRANS OF HAZARD MAT-ADV DEV,2009,2009,2021,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT83,TRUE,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (ADVANCED DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT86,FALSE,R&D-TRANS OF HAZARD MAT-MGMT SUP,2004,2009,2005,2014,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT87,FALSE,RDTE/TRANS - HAZARDOUS MATS - OPERATIONAL SY DEV,2008,2009,2009,2010,Other R&D and Knowledge Based,Commercialization,Commercialization
AT90,FALSE,R&D-OTHER GENERAL TRANS,2005,2005,2021,2021,Other R&D and Knowledge Based,Uncategorized R&D,Uncategorized R&D
AT91,FALSE,R&D-OTHER GENERAL TRANS-B RES,2001,2009,2003,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT91,TRUE,R&D- OTHER TRANSPORTATION: OTHER GENERAL (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT92,FALSE,R&D-OTHER GENERAL TRANS-A RES/EXPL,2002,2009,2003,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT92,TRUE,R&D- OTHER TRANSPORTATION: OTHER GENERAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT93,FALSE,R&D-OTHER GENERAL TRANS-ADV DEV,2001,2009,2005,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT94,FALSE,R&D-OTHER GENERAL TRANS-ENG DEV,2001,2009,2006,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT94,TRUE,R&D- OTHER TRANSPORTATION: OTHER GENERAL (ENGINEERING DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT95,FALSE,R&D-OTHER GENERAL TRANS-OPSY DEV,2001,2009,2006,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AT95,TRUE,R&D- OTHER TRANSPORTATION: OTHER GENERAL (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AT96,FALSE,R&D-OTHER GENERAL TRANS-MGMT SUP,2001,2020,2001,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT97,FALSE,R&D-OTHER GENERAL TRANS-COMERCLIZ,2002,2009,2006,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AT97,TRUE,R&D- OTHER TRANSPORTATION: OTHER GENERAL (COMMERCIALIZED),2020,2023,2020,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AU17,FALSE,R&D-TRANS OF HAZARD MAT-COMERCLIZ,2004,2009,2005,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AV11,FALSE,SUBSURFACE MINING EQUIPMENT (BASIC),2001,2008,2007,2015,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AV11,TRUE,R&D- MINING: SUBSURFACE MINING EQUIPMENT (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AV12,FALSE,R&D-SUBSURFACE MINING EQ-A RES/EXPL,2008,2009,2015,2016,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AV12,TRUE,R&D- MINING: SUBSURFACE MINING EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AV13,FALSE,R&D-SUBSURFACE MINING EQ-ADV DEV,2007,2009,2015,2015,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AV14,FALSE,R&D-SUBSURFACE MINING EQ-ENG DEV,2007,2008,2015,2015,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AV14,TRUE,R&D- MINING: SUBSURFACE MINING EQUIPMENT (ENGINEERING DEVELOPMENT),2022,2022,2022,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AV15,FALSE,R&D-SUBSURFACE MINING EQ-OPSY DEV,2001,2009,2006,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AV16,FALSE,R&D-SUBSURFACE MINING EQ-MGMT SUP,2009,2009,2015,2015,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AV17,FALSE,R&D-SUBSURFACE MINING EQ-COMERCLIZ,2008,2009,2015,2015,Other R&D and Knowledge Based,Commercialization,Commercialization
AV21,FALSE,SURFACE MINING EQUIPMENT (BASIC),2006,2009,2007,2015,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AV23,FALSE,SURFACE MINING EQUIPMENT (ADVANCED),2008,2008,2015,2015,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AV25,FALSE,R&D-SURFACE MINING EQ-OPSY DEV,2006,2007,2015,2015,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AV26,FALSE,R&D-SURFACE MINING EQ-MGMT SUP,2002,2020,2020,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AV31,FALSE,SUBSURFACE MINING METHODS (BASIC),2007,2020,2015,2020,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AV32,FALSE,R&D-SUBSURF MINING METHS-A RES/EXPL,2003,2009,2009,2015,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AV33,FALSE,R&D-SUBSURF MINING METHS-ADV DEV,2007,2007,2015,2015,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AV34,FALSE,R&D- MINING: SUBSURFACE MINING METHODS (ENGINEERING DEVELOPMENT),2020,2020,2020,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AV35,FALSE,R&D-SUBSURF MINING METHS-OPSY DEV,2009,2009,2009,2015,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AV36,FALSE,R&D-SUBSURF MINING METHS-MGMT SUP,2008,2009,2015,2015,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AV42,FALSE,R&D-SURFACE MINING METHS-A RES/EXPL,2008,2008,2009,2009,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AV51,FALSE,MINING RECLAMATION METHODS (BASIC),2005,2009,2006,2020,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AV53,FALSE,R&D-MINING RECLAM METHS-ADV DEV,2002,2002,2009,2009,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AV61,FALSE,MINING SAFETY (BASIC),2004,2009,2006,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AV61,TRUE,R&D- MINING: MINING SAFETY (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AV62,FALSE,MINING SAFETY (APPLIED/EXPLORATORY),2004,2009,2015,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AV62,TRUE,R&D- MINING: MINING SAFETY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AV63,FALSE,MINING SAFETY (ADVANCED),2007,2009,2007,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AV64,FALSE,MINING SAFETY (ENGINEERING),2005,2009,2015,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AV64,TRUE,R&D- MINING: MINING SAFETY (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AV65,FALSE,MINING SAFETY (OPERATIONAL),2006,2009,2007,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AV65,TRUE,R&D- MINING: MINING SAFETY (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AV66,FALSE,MINING SAFETY (MANAGEMENT/SUPPORT),2008,2009,2010,2015,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AV71,FALSE,METALLURGICAL (BASIC),2004,2009,2005,2020,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AV72,FALSE,R&D- MINING: METALLURGICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2007,2020,2015,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AV73,FALSE,METALLURGICAL (ADVANCED),2007,2009,2007,2009,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AV75,FALSE,METALLURGICAL (OPERATIONAL),2007,2009,2015,2015,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AV76,FALSE,METALLURGICAL (MANAGEMENT/SUPPORT),2007,2009,2007,2011,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AV91,FALSE,OTHER MINING ACTIVITIES (BASIC),2002,2006,2003,2015,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AV92,FALSE,R&D-OTHER MINING ACTIV-A RES/EXPL D,2002,2009,2006,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AV92,TRUE,R&D- MINING: OTHER MINING ACTIVITIES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AV93,TRUE,R&D- MINING: OTHER MINING ACTIVITIES (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AV94,FALSE,R&D-OTHER MINING ACTIV-ENG DEV,2006,2020,2006,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AV95,FALSE,R&D-OTHER MINING ACTIV-OPSY DEV,2007,2009,2015,2015,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AV95,TRUE,R&D- MINING: OTHER MINING ACTIVITIES (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AV96,FALSE,R&D-OTHER MINING ACTIV-MGMT SUP,2008,2009,2015,2015,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AV97,FALSE,R&D-OTHER MINING ACTIV-COMERCLIZ,2004,2009,2008,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AZ10,FALSE,R&D-OTHER R & D,2008,2008,2012,2012,Other R&D and Knowledge Based,Uncategorized R&D,Uncategorized R&D
AZ11,FALSE,R&D-OTHER R & D-B RES,2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AZ11,TRUE,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AZ12,FALSE,R&D-OTHER R & D-A RES/EXPL DEV,2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AZ12,TRUE,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AZ13,FALSE,R&D-OTHER R & D-ADV DEV,2001,2009,2001,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AZ13,TRUE,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AZ14,FALSE,R&D-OTHER R & D-ENG DEV,2001,2009,2001,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AZ14,TRUE,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AZ15,FALSE,R&D-OTHER R & D-OPSY DEV,2001,2009,2001,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AZ15,TRUE,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
