ProductOrServiceCode,Fiscal_Year_gt_2020,product_or_service_code_description,minofsignedyear,maxofsignedyear,minoflast_modified_year,maxoflast_modified_year,PlatformPortfolio,ProductServiceOrRnDarea,RnD_budgetActivity
AJ47,FALSE,RDTE/ENGINEERING SCI-OPER SY DEV,2001,2009,2006,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ47,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (COMMERCIALIZED),2020,2023,2020,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ51,FALSE,LIFE SCIENCES (BASIC),2001,2009,2001,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ51,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ52,FALSE,LIFE SCIENCES (APPLIED/EXPLORATORY),2001,2009,2002,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ52,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ53,FALSE,LIFE SCIENCES (ADVANCED),2003,2009,2004,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ53,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ54,FALSE,LIFE SCIENCES (ENGINEERING),2002,2009,2005,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ54,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ55,FALSE,LIFE SCIENCES (OPERATIONAL),2003,2009,2006,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ55,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ56,FALSE,LIFE SCIENCES (MANAGEMENT/SUPPORT),2002,2009,2005,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ56,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ57,FALSE,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (COMMERCIALIZED),2020,2020,2020,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ57,TRUE,RDTE/LIFE SCIENCES - OPERATIONAL SYSTEM DEVELOP,2001,2023,2006,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ61,FALSE,PSYCHOLOGICAL SCIENCES (BASIC),2001,2009,2003,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ61,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ62,FALSE,R&D-PSYCHOLOGICAL SCI-A RES/EXPL DE,2001,2009,2004,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ62,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ63,FALSE,PSYCHOLOGICAL SCIENCES (ADVANCED),2001,2009,2006,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ63,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ64,FALSE,R&D-PSYCHOLOGICAL SCI-ENG DEV,2005,2009,2009,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ65,FALSE,R&D-PSYCHOLOGICAL SCI-OPSY DEV,2006,2009,2006,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ65,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ66,FALSE,R&D-PSYCHOLOGICAL SCI-MGMT SUP,2001,2020,2002,2020,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ67,FALSE,RDTE/PSYCHOLOGICAL SCIENCES - OPERATIONAL SY DEV,2002,2002,2009,2009,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ71,FALSE,SOCIAL SCIENCES (BASIC),2001,2009,2004,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ71,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ72,FALSE,R&D-SOCIAL SCIENCES-A RES/EXPL DEV,2001,2009,2001,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ72,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ73,FALSE,SOCIAL SCIENCES (ADVANCED),2001,2009,2002,2019,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ73,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ74,FALSE,SOCIAL SCIENCES (ENGINEERING),2006,2009,2008,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ74,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ75,FALSE,SOCIAL SCIENCES (OPERATIONAL),2003,2008,2007,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ75,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ76,FALSE,R&D-SOCIAL SCIENCES-MGMT SUP,2001,2009,2002,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ76,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ77,FALSE,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (COMMERCIALIZED),2020,2020,2020,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ77,TRUE,RDTE/SOCIAL SCIENCES - OPERATIONAL SYSTEM DEVELOP,2005,2022,2007,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ91,FALSE,R&D-OTHER SCIENCES-B RES,2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ91,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ92,FALSE,R&D-OTHER SCIENCES-A RES/EXPL DEV,2001,2009,2002,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ92,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ93,FALSE,R&D-OTHER SCIENCES-ADV DEV,2001,2009,2002,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ93,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ94,FALSE,R&D-OTHER SCIENCES-ENG DEV,2001,2009,2005,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ94,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ95,FALSE,R&D-OTHER SCIENCES-OPSY DEV,2002,2009,2006,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ95,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ96,FALSE,R&D-OTHER SCIENCES-MGMT SUP,2001,2009,2002,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ96,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ97,FALSE,R&D-OTHER INCOME MAIN-COMERCLIZ,2001,2002,2006,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ97,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (COMMERCIALIZED),2020,2023,2020,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AK11,FALSE,R&D- HOUSING: HOUSING (BASIC RESEARCH),2002,2020,2003,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AK11,TRUE,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AK12,FALSE,R&D- HOUSING: HOUSING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2004,2020,2006,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AK12,TRUE,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; APPLIED RESEARCH,2022,2022,2022,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AK13,FALSE,HOUSING (ADVANCED),2005,2009,2005,2019,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AK14,FALSE,R&D- HOUSING: HOUSING (ENGINEERING DEVELOPMENT),2004,2020,2008,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AK14,TRUE,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AK15,FALSE,HOUSING (OPERATIONAL),2005,2009,2005,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AK16,FALSE,HOUSING (MANAGEMENT/SUPPORT),2001,2009,2003,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AK16,TRUE,R&D- HOUSING: HOUSING (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AK17,FALSE,R&D-HOUSING-COMERCLIZ,2003,2020,2007,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AL11,FALSE,R&D- INCOME SECURITY: EMPLOYMENT (BASIC RESEARCH),2003,2020,2004,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AL11,TRUE,INCOME SECURITY R&D SERVICES; INCOME SECURITY; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AL12,FALSE,EMPLOYMENT (APPLIED/EXPLORATORY),2004,2009,2004,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AL12,TRUE,INCOME SECURITY R&D SERVICES; INCOME SECURITY; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AL13,FALSE,EMPLOYMENT (ADVANCED),2005,2009,2006,2018,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AL14,FALSE,EMPLOYMENT (ENGINEERING),2004,2009,2009,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AL15,FALSE,EMPLOYMENT (OPERATIONAL),2004,2009,2004,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AL16,FALSE,EMPLOYMENT (MANAGEMENT/SUPPORT),2002,2009,2003,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AL16,TRUE,R&D- INCOME SECURITY: EMPLOYMENT (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AL17,FALSE,R&D-EMPLOYMENT-COMERCLIZ,2007,2009,2008,2010,Other R&D and Knowledge Based,Commercialization,Commercialization
AL21,FALSE,INCOME MAINTENANCE (BASIC),2003,2009,2003,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AL22,FALSE,R&D-INCOME MAINT-A RES/EXPL DEV,2004,2008,2008,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AL23,FALSE,INCOME MAINTENANCE (ADVANCED),2007,2009,2007,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AL24,FALSE,R&D- INCOME SECURITY: INCOME MAINTENANCE (ENGINEERING DEVELOPMENT),2003,2020,2004,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AL25,FALSE,INCOME MAINTENANCE (OPERATIONAL),2002,2009,2002,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AL27,FALSE,R&D-INCOME MAINT-COMERCLIZ,2005,2006,2006,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AL91,FALSE,OTHER INCOME SECURITY (BASIC),2002,2009,2003,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AL92,FALSE,R&D-OTHER INCOME SECURITY-A RES/EXP,2008,2020,2010,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AL93,FALSE,OTHER INCOME SECURITY (ADVANCED),2004,2005,2005,2010,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AL94,FALSE,OTHER INCOME SECURITY (ENGINEERING),2004,2008,2005,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AL95,FALSE,OTHER INCOME SECURITY (OPERATIONAL),2001,2009,2005,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AL96,FALSE,R&D-OTHER INCOME SECURITY-MGMT SUP,2003,2007,2003,2010,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AL96,TRUE,R&D- INCOME SECURITY: OTHER (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AL97,FALSE,R&D-OTHER INCOME SECURTIY-COMERCLIZ,2004,2004,2008,2008,Other R&D and Knowledge Based,Commercialization,Commercialization
AM11,FALSE,R&D-INTERNATIONAL AFFAIRS-B RES,2001,2020,2001,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AM11,TRUE,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AM12,FALSE,R&D-INTERNATIONAL AFFAIRS-A RES/EXP,2001,2020,2002,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AM12,TRUE,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AM13,FALSE,R&D-INTERNATIONAL AFFAIRS-ADV DEV,2002,2009,2004,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AM14,FALSE,R&D-INTERNATIONAL AFFAIRS-ENG DEV,2005,2006,2006,2006,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AM15,FALSE,R&D-INTERNATIONAL AFFAIRS-OPSY DEV,2003,2006,2004,2019,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AM15,TRUE,INTERNATIONAL AFFAIRS R&D SVCS; INTERNATIONAL AFFAIRS; R&D FACILITIES & MAJ EQUIP,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AM16,FALSE,R&D-INTERNATIONAL AFFAIRS-MGMT SUP,2005,2008,2005,2019,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AM16,TRUE,R&D- INTERNATIONAL AFFAIRS AND COOPERATION (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AM17,FALSE,R&D-INTERNATIONAL AFFAIRS-COMERCLIZ,2002,2008,2006,2015,Other R&D and Knowledge Based,Commercialization,Commercialization
AN10,FALSE,R&D-BIOMEDICAL,2004,2004,2005,2005,Other R&D and Knowledge Based,Uncategorized R&D,Uncategorized R&D
AN11,FALSE,R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH),2001,2020,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN11,TRUE,HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN12,FALSE,R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2001,2020,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN12,TRUE,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN13,FALSE,R&D- MEDICAL: BIOMEDICAL (ADVANCED DEVELOPMENT),2001,2020,2002,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN13,TRUE,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AN14,FALSE,R&D- MEDICAL: BIOMEDICAL (ENGINEERING DEVELOPMENT),2001,2020,2004,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN14,TRUE,HEALTH R&D SERVICES; HEALTH CARE SERVICES; R&D ADMINISTRATIVE EXPENSES,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN15,FALSE,R&D- MEDICAL: BIOMEDICAL (OPERATIONAL SYSTEMS DEVELOPMENT),2001,2020,2002,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AN15,TRUE,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AN16,FALSE,BIOMEDICAL (MANAGEMENT/SUPPORT),2001,2009,2001,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN16,TRUE,R&D- MEDICAL: BIOMEDICAL (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN17,FALSE,R&D-BIOMEDICAL-COMERCLIZ,2003,2009,2005,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AN17,TRUE,R&D- MEDICAL: BIOMEDICAL (COMMERCIALIZED),2020,2023,2020,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AN21,FALSE,R&D- MEDICAL: DRUG DEPENDENCY (BASIC RESEARCH),2004,2020,2005,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN21,TRUE,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN22,FALSE,R&D-DRUG DEPENDENCY-A RES/EXPL DEV,2003,2020,2006,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN22,TRUE,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN23,FALSE,R&D- MEDICAL: DRUG DEPENDENCY (ADVANCED DEVELOPMENT),2002,2020,2008,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN23,TRUE,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; EXPERIMENTAL DEVELOPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AN24,FALSE,DRUGS DEPENDENCY (ENGINEERING),2003,2004,2005,2005,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN24,TRUE,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; R&D ADMINISTRATIVE EXPENSES,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN25,FALSE,R&D- MEDICAL: DRUG DEPENDENCY (OPERATIONAL SYSTEMS DEVELOPMENT),2004,2020,2005,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AN25,TRUE,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AN26,FALSE,R&D-DRUG DEPENDENCY-MGMT SUP,2001,2009,2004,2018,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN26,TRUE,R&D- MEDICAL: DRUG DEPENDENCY (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN27,FALSE,R&D-DRUG DEPENDENCY-COMERCLIZ,2007,2009,2007,2009,Other R&D and Knowledge Based,Commercialization,Commercialization
AN31,FALSE,R&D- MEDICAL: ALCOHOL DEPENDENCY (BASIC RESEARCH),2003,2020,2004,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN31,TRUE,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN32,FALSE,R&D-ALCOHOL DEPENDENCY-A RES/EXPL D,2004,2009,2005,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN32,TRUE,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN33,FALSE,ALCOHOL DEPENDENCY (ADVANCED),2007,2007,2007,2008,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN33,TRUE,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; EXPERIMENTAL DEVELOPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AN34,FALSE,ALCOHOL DEPENDENCY (ENGINEERING),2006,2006,2021,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN34,TRUE,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; R&D ADMINISTRATIVE EXPENSES,2022,2022,2022,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN35,FALSE,ALCOHOL DEPENDENCY (OPERATIONAL),2007,2007,2008,2008,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AN35,TRUE,HEALTH R&D SVCS; CONSUMER & OCCUPATIONAL HEALTH & SAFETY; R&D FACILITIES & MAJ EQUIP,2022,2022,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AN36,FALSE,R&D-ALCOHOL DEPENDENCY-MGMT SUP,2001,2001,2002,2002,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN37,FALSE,R&D-ALCOHOL DEPENDENCY-COMERCLIZ,2004,2004,2020,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AN41,FALSE,R&D- MEDICAL: HEALTH SERVICES (BASIC RESEARCH),2001,2020,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN41,TRUE,HEALTH R&D SERVICES; HEALTH CARE - OTHER; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AN42,FALSE,R&D-HEALTH SVCS-A RES/EXPL DEV,2001,2020,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN42,TRUE,HEALTH R&D SERVICES; HEALTH CARE - OTHER; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AN43,FALSE,R&D- MEDICAL: HEALTH SERVICES (ADVANCED DEVELOPMENT),2001,2020,2001,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AN43,TRUE,HEALTH R&D SERVICES; HEALTH CARE - OTHER; EXPERIMENTAL DEVELOPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AN44,FALSE,R&D- MEDICAL: HEALTH SERVICES (ENGINEERING DEVELOPMENT),2004,2020,2005,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AN44,TRUE,HEALTH R&D SERVICES; HEALTH CARE - OTHER; R&D ADMINISTRATIVE EXPENSES,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AN45,FALSE,R&D- MEDICAL: HEALTH SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),2001,2020,2003,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AN45,TRUE,HEALTH R&D SERVICES; HEALTH CARE - OTHER; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AN46,FALSE,R&D-HEALTH SVCS-MGMT SUP,2001,2009,2001,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
