ProductOrServiceCode,ProductOrServiceCodeText,PlatformPortfolio,ProductOrServiceCode1L,ProductOrServiceCode2L,ProductOrServiceCode2R,ProductOrServiceCode1L1R,Simple,DoDportfolioGroup,DoDportfolio,DoDportfolioCategory,DoDportfolioSubCategory,ProductServiceOrRnDarea,Level1_Code,Level1_Category,Level2_Code,Level2_Category
AV92,R&D- MINING: OTHER MINING ACTIVITIES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Other R&D and Knowledge Based,A,AV,92,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AV93,OTHER MINING ACTIVITIES (ADVANCED),Other R&D and Knowledge Based,A,AV,93,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AV94,R&D-OTHER MINING ACTIV-ENG DEV,Other R&D and Knowledge Based,A,AV,94,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AV95,R&D- MINING: OTHER MINING ACTIVITIES (OPERATIONAL SYSTEMS DEVELOPMENT),Other R&D and Knowledge Based,A,AV,95,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AV96,R&D- MINING: OTHER MINING ACTIVITIES (MANAGEMENT/SUPPORT),Other R&D and Knowledge Based,A,AV,96,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AV97,R&D- MINING: OTHER MINING ACTIVITIES (COMMERCIALIZED),Other R&D and Knowledge Based,A,AV,97,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
AZ10,R&D-OTHER R & D,Other R&D and Knowledge Based,A,AZ,10,A0,R&D,1.  Research and Development,6.  Pre-FY 1998 2-Digit Category,Pre-FY 1998 2-Digit Category,NULL,Uncategorized R&D,NULL,NULL,NULL,NULL
AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),Other R&D and Knowledge Based,A,AZ,11,A1,R&D,1.  Research and Development,3.  Technology Base,Basic Research (6.1),NULL,Basic Research (6.1),17,Research and Development,17.3,Technology Base
AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Other R&D and Knowledge Based,A,AZ,12,A2,R&D,1.  Research and Development,3.  Technology Base,Exploratory Development (6.2),NULL,Applied Research (6.2),17,Research and Development,17.3,Technology Base
AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),Other R&D and Knowledge Based,A,AZ,13,A3,R&D,1.  Research and Development,1.  Systems Development,Advanced Development (6.3),NULL,Advanced Technology Development (6.3),17,Research and Development,17.1,Systems Development
AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),Other R&D and Knowledge Based,A,AZ,14,A4,R&D,1.  Research and Development,1.  Systems Development,Engineering Development (6.4),NULL,Advanced Component Development & Prototypes (6.4),17,Research and Development,17.1,Systems Development
AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),Other R&D and Knowledge Based,A,AZ,15,A5,R&D,1.  Research and Development,2.  Operational Systems Development,Operational Systems Development (6.5),NULL,System Development & Demonstration (6.5),17,Research and Development,17.2,Operational Systems Development
AZ16,R&D- OTHER RESEARCH AND DEVELOPMENT (MANAGEMENT/SUPPORT),Other R&D and Knowledge Based,A,AZ,16,A6,Services,2.  Knowledge Based Services,2.  Program Management Services,RDT&E Management Support (6.6),NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
AZ17,R&D- OTHER RESEARCH AND DEVELOPMENT (COMMERCIALIZED),Other R&D and Knowledge Based,A,AZ,17,A7,R&D,1.  Research and Development,4.  Commericalization,Commericalization,NULL,Operational Systems Development (6.7),17,Research and Development,17.4,Commericalization
B,"SPECIAL STUDIES/ANALYSIS, NOT RANDD",Other R&D and Knowledge Based,B,B,B,BB,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,NULL,NULL,NULL,NULL
B502,AIR QUALITY ANALYSES,Other R&D and Knowledge Based,B,B5,2,B2,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,Other R&D and Knowledge Based,B,B5,3,B3,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B504,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,Other R&D and Knowledge Based,B,B5,4,B4,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B505,COST BENEFIT ANALYSES,Other R&D and Knowledge Based,B,B5,5,B5,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),Other R&D and Knowledge Based,B,B5,6,B6,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B507,ECONOMIC STUDIES,Other R&D and Knowledge Based,B,B5,7,B7,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B509,SPECIAL STUDIES/ANALYSIS- ENDANGERED SPECIES: PLANT/ANIMAL,Other R&D and Knowledge Based,B,B5,9,B9,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,Other R&D and Knowledge Based,B,B5,10,B0,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B511,NULL,Other R&D and Knowledge Based,B,B5,11,B1,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,NULL,NULL,NULL,NULL
B512,NULL,Other R&D and Knowledge Based,B,B5,12,B2,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,NULL,NULL,NULL,NULL
B513,SPECIAL STUDIES/ANALYSIS- FEASIBILITY (NON-CONSTRUCTION),Other R&D and Knowledge Based,B,B5,13,B3,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B516,ANIMAL AND FISHERIES STUDIES,Other R&D and Knowledge Based,B,B5,16,B6,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B517,GEOLOGICAL STUDIES,Other R&D and Knowledge Based,B,B5,17,B7,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B518,GEOPHYSICAL STUDIES,Other R&D and Knowledge Based,B,B5,18,B8,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B519,GEOTECHNICAL STUDIES,Other R&D and Knowledge Based,B,B5,19,B9,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B520,GRAZING/RANGE STUDIES,Other R&D and Knowledge Based,B,B5,20,B0,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B521,HISTORICAL STUDIES,Other R&D and Knowledge Based,B,B5,21,B1,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B522,LEGAL STUDIES,Other R&D and Knowledge Based,B,B5,22,B2,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B524,MATHEMATICAL/STATISTICAL ANALYSES,Other R&D and Knowledge Based,B,B5,24,B4,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B525,NATURAL RESOURCE STUDIES,Other R&D and Knowledge Based,B,B5,25,B5,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B526,OCEANOLOGICAL STUDIES,Other R&D and Knowledge Based,B,B5,26,B6,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B527,RECREATION STUDIES,Other R&D and Knowledge Based,B,B5,27,B7,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B528,REGULATORY STUDIES,Other R&D and Knowledge Based,B,B5,28,B8,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B529,SCIENTIFIC DATA STUDIES,Other R&D and Knowledge Based,B,B5,29,B9,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B530,SEISMOLOGICAL STUDIES,Other R&D and Knowledge Based,B,B5,30,B0,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B532,SOIL STUDIES,Other R&D and Knowledge Based,B,B5,32,B2,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B533,SPECIAL STUDIES/ANALYSIS- WATER QUALITY,Other R&D and Knowledge Based,B,B5,33,B3,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B534,SPECIAL STUDIES/ANALYSIS- WILDLIFE,Other R&D and Knowledge Based,B,B5,34,B4,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B537,MEDICAL AND HEALTH STUDIES,Other R&D and Knowledge Based,B,B5,37,B7,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B538,INTELLIGENCE STUDIES,Other R&D and Knowledge Based,B,B5,38,B8,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B539,AERONAUTIC/SPACE STUDIES,Other R&D and Knowledge Based,B,B5,39,B9,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B540,BUILDING TECHNOLOGY STUDIES,Other R&D and Knowledge Based,B,B5,40,B0,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B541,DEFENSE STUDIES,Other R&D and Knowledge Based,B,B5,41,B1,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B542,EDUCATIONAL STUDIES AND ANALYSES,Other R&D and Knowledge Based,B,B5,42,B2,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B543,ENERGY STUDIES,Other R&D and Knowledge Based,B,B5,43,B3,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B544,SPECIAL STUDIES/ANALYSIS- TECHNOLOGY,Other R&D and Knowledge Based,B,B5,44,B4,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B545,SPECIAL STUDIES/ANALYSIS- HOUSING/COMMUNITY DEVELOPMENT,Other R&D and Knowledge Based,B,B5,45,B5,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B546,SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL),Other R&D and Knowledge Based,B,B5,46,B6,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B547,SPECIAL STUDIES/ANALYSIS- ACCOUNTING/FINANCIAL MANAGEMENT,Other R&D and Knowledge Based,B,B5,47,B7,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B548,SPECIAL STUDIES/ANALYSIS- TRADE ISSUE,Other R&D and Knowledge Based,B,B5,48,B8,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.7,Trade Policy and Services
B549,SPECIAL STUDIES/ANALYSIS- FOREIGN/NATIONAL SECURITY POLICY,Other R&D and Knowledge Based,B,B5,49,B9,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,Other R&D and Knowledge Based,B,B5,50,B0,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B551,MOBILIZATION/PREPAREDNESS STUDIES,Other R&D and Knowledge Based,B,B5,51,B1,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B552,MANPOWER STUDIES,Other R&D and Knowledge Based,B,B5,52,B2,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B553,COMMUNICATIONS STUDIES,Other R&D and Knowledge Based,B,B5,53,B3,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,Other R&D and Knowledge Based,B,B5,54,B4,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B555,ELDERLY/HANDICAPPED STUDIES,Other R&D and Knowledge Based,B,B5,55,B5,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
B599,OTHER SPECIAL STUDIES AND ANALYSES,Other R&D and Knowledge Based,B,B5,99,B9,Services,2.  Knowledge Based Services,2.  Program Management Services,Studies & Analysis,NULL,PAMS,2,Professional Services,2.3,Management Advisory Services
C,ARCHITECT/ENGINEER SERVICES,Facilities and Construction,C,C,C,CC,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,No Description - 1 or 2 Digit,PAMS,NULL,NULL,NULL,NULL
C1,ARCH-ENG SVCS - CONSTRUCTION,Facilities and Construction,C,C1,C1,C1,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,No Description - 1 or 2 Digit,PAMS,NULL,NULL,NULL,NULL
C111,BLDGS & FAC / ADMIN & SVC BLDGS,Facilities and Construction,C,C1,11,C1,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.1  Administration & Service Buildings,PAMS,NULL,NULL,NULL,NULL
C112,"BLDGS & FAC / AIRFIELD, COM & MSL F",Facilities and Construction,C,C1,12,C2,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"1.2  Airfield, Communication & Missile Facilities",PAMS,NULL,NULL,NULL,NULL
C113,EDUCATIONAL BUILDINGS,Facilities and Construction,C,C1,13,C3,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.3  Educational Buildings,PAMS,NULL,NULL,NULL,NULL
C114,HOSPITAL BUILDINGS,Facilities and Construction,C,C1,14,C4,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.4  Hospital Buildings,PAMS,NULL,NULL,NULL,NULL
C115,INDUSTRIAL BUILDINGS,Facilities and Construction,C,C1,15,C5,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.5  Industrial Buildings,PAMS,NULL,NULL,NULL,NULL
C116,RESIDENTIAL BUILDINGS,Facilities and Construction,C,C1,16,C6,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.6  Residential Buildings,PAMS,NULL,NULL,NULL,NULL
C117,WAREHOUSE BUILDINGS,Facilities and Construction,C,C1,17,C7,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.7  Warehouse Buildings,PAMS,NULL,NULL,NULL,NULL
C118,RESEARCH AND DEVELOPMENT FACILITIES,Facilities and Construction,C,C1,18,C8,R&D,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.8  R&D Facilities,Operation of Government R&D Facilities,NULL,NULL,NULL,NULL
C119,OTHER BUILDINGS,Facilities and Construction,C,C1,19,C9,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.9  Other Buildings,PAMS,NULL,NULL,NULL,NULL
C121,CONSERVATION AND DEVELOPMENT,Facilities and Construction,C,C1,21,C1,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,2.1  Conservation & Development Facilities,PAMS,NULL,NULL,NULL,NULL
C122,"HIGHWAY, ROADS, STREETS, BRIDGES, A",Facilities and Construction,C,C1,22,C2,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"2.2  Highways, Roads, Streets, Bridges & Railways",PAMS,NULL,NULL,NULL,NULL
C123,ELECTRIC POWER GENERATION (EPG),Facilities and Construction,C,C1,23,C3,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,2.3  Electric Power Generation Facilities,PAMS,NULL,NULL,NULL,NULL
C124,UTILITIES,Facilities and Construction,C,C1,24,C4,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,2.4  Utilities,PAMS,NULL,NULL,NULL,NULL
C129,OTHER NON-BUILDING STRUCTURES,Facilities and Construction,C,C1,29,C9,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,2.5  Other Non-Building Facilities,PAMS,NULL,NULL,NULL,NULL
C130,RESTORATION,Facilities and Construction,C,C1,30,C0,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,3.1  Restoration of Real Property,PAMS,NULL,NULL,NULL,NULL
C1AA,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS,Facilities and Construction,C,C1,AA,CA,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.1  Administration & Service Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1AB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CONFERENCE SPACE AND FACILITIES,Facilities and Construction,C,C1,AB,CB,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.1  Administration & Service Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,Facilities and Construction,C,C1,AZ,CZ,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.1  Administration & Service Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1BA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TOWERS,Facilities and Construction,C,C1,BA,CA,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"1.2  Airfield, Communication & Missile Facilities",PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1BB,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TRAINING FACILITIES,Facilities and Construction,C,C1,BB,CB,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"1.2  Airfield, Communication & Missile Facilities",PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1BC,ARCHITECT AND ENGINEERING- CONSTRUCTION: RADAR AND NAVIGATIONAL FACILITIES,Facilities and Construction,C,C1,BC,CC,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"1.2  Airfield, Communication & Missile Facilities",PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1BD,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT RUNWAYS AND TAXIWAYS,Facilities and Construction,C,C1,BD,CD,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"1.2  Airfield, Communication & Missile Facilities",PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1BE,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT TERMINALS,Facilities and Construction,C,C1,BE,CE,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"1.2  Airfield, Communication & Missile Facilities",PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1BF,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISSILE SYSTEM FACILITIES,Facilities and Construction,C,C1,BF,CF,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"1.2  Airfield, Communication & Missile Facilities",PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1BG,ARCHITECT AND ENGINEERING- CONSTRUCTION: ELECTRONIC AND COMMUNICATIONS FACILITIES,Facilities and Construction,C,C1,BG,CG,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"1.2  Airfield, Communication & Missile Facilities",PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1BZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER AIRFIELD STRUCTURES,Facilities and Construction,C,C1,BZ,CZ,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,"1.2  Airfield, Communication & Missile Facilities",PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1CA,ARCHITECT AND ENGINEERING- CONSTRUCTION: SCHOOLS,Facilities and Construction,C,C1,CA,CA,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.3  Educational Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1CZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER EDUCATIONAL BUILDINGS,Facilities and Construction,C,C1,CZ,CZ,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.3  Educational Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,Facilities and Construction,C,C1,DA,CA,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.4  Hospital Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1DB,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,Facilities and Construction,C,C1,DB,CB,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.4  Hospital Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1DZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS,Facilities and Construction,C,C1,DZ,CZ,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.4  Hospital Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1EA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION FACILITIES,Facilities and Construction,C,C1,EA,CA,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.5  Industrial Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1EB,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,Facilities and Construction,C,C1,EB,CB,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.5  Industrial Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1EC,ARCHITECT AND ENGINEERING- CONSTRUCTION: PRODUCTION BUILDINGS,Facilities and Construction,C,C1,EC,CC,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.5  Industrial Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1ED,ARCHITECT AND ENGINEERING- CONSTRUCTION: SHIP CONSTRUCTION AND REPAIR FACILITIES,Facilities and Construction,C,C1,ED,CD,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.5  Industrial Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1EE,ARCHITECT AND ENGINEERING- CONSTRUCTION: TANK AUTOMOTIVE FACILITIES,Land Vehicles,C,C1,EE,CE,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.5  Industrial Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1EZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER INDUSTRIAL BUILDINGS,Facilities and Construction,C,C1,EZ,CZ,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.5  Industrial Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1FA,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES,Facilities and Construction,C,C1,FA,CA,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.6  Residential Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1FB,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL BUILDINGS,Facilities and Construction,C,C1,FB,CB,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.6  Residential Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1FC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TROOP HOUSING FACILITIES,Facilities and Construction,C,C1,FC,CC,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.6  Residential Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1FD,ARCHITECT AND ENGINEERING- CONSTRUCTION: DINING FACILITIES,Facilities and Construction,C,C1,FD,CD,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.6  Residential Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1FE,ARCHITECT AND ENGINEERING- CONSTRUCTION: RELIGIOUS FACILITIES,Facilities and Construction,C,C1,FE,CE,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.6  Residential Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
C1FF,ARCHITECT AND ENGINEERING- CONSTRUCTION: PENAL FACILITIES,Facilities and Construction,C,C1,FF,CF,Services,8.  Facility Related Services,1.  Architect and Engineering Services,1.  Construction,1.6  Residential Buildings,PAMS,4,Facilities & Construction,4.2,Construction Related Services
